opportunity_id,account,product,deal_stage,sales_agent,sector,company_size,revenue_tier,regional_office,lead_score,priority
5T8Q2YID,,MG Special,Engaging,Elease Gluck,,,,West,,Unscored
TLOHEQ18,,GTX Plus Basic,Engaging,Corliss Cosme,,,,East,,Unscored
EWDOBEM6,,MG Special,Engaging,Hayden Neloms,,,,West,,Unscored
QM6VR1H5,,GTX Plus Pro,Engaging,Daniell Hammack,,,,East,,Unscored
QR2BDRAI,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
Z75ND4JF,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
CGWJ1WHI,,MG Special,Engaging,Wilburn Farren,,,,East,,Unscored
M16D8PYH,,GTX Plus Pro,Engaging,Daniell Hammack,,,,East,,Unscored
VPXW8RJS,,MG Advanced,Engaging,Kami Bicknell,,,,West,,Unscored
T7T1YIM7,,GTX Plus Pro,Engaging,Boris Faz,,,,East,,Unscored
4JHY98UG,,GTX Basic,Engaging,Cassey Cress,,,,East,,Unscored
G39V1X3G,,MG Special,Engaging,Corliss Cosme,,,,East,,Unscored
6Q67ZUJ1,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
Y6UBZM6P,,GTX Plus Pro,Engaging,Vicki Laflamme,,,,West,,Unscored
RIW4VWBW,,GTX Plus Pro,Engaging,Hayden Neloms,,,,West,,Unscored
DWUD4S0P,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
RW39Y63V,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
8LW65NDL,,GTX Plus Pro,Engaging,Violet Mclelland,,,,East,,Unscored
CJ2ON1LV,Nam-zim,GTXPro,Engaging,Corliss Cosme,services,Enterprise,Tier 2: $100M-$499M,East,,Unscored
4I8X7EMW,,GTXPro,Engaging,Corliss Cosme,,,,East,,Unscored
VCSHYIU8,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
UQQE9ILV,Iselectrics,GTXPro,Engaging,James Ascencio,technology,Enterprise,Tier 3: $500M-$999M,West,,Unscored
W8CXDBQN,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
BTUG5VDL,Inity,GTXPro,Engaging,Corliss Cosme,marketing,Corporate,Tier 4: $1B-$2.5B,East,,Unscored
GR2X90DZ,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
K64TY8LU,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
DZ57QIQN,,GTX Plus Pro,Engaging,Daniell Hammack,,,,East,,Unscored
OZ5S8NCK,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
A4JROIDO,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
PMEENWD5,Globex Corporation,GTXPro,Engaging,Corliss Cosme,technology,Enterprise,Tier 4: $1B-$2.5B,East,,Unscored
Z1WLLL1H,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
ETZKANFZ,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
PK1PS0KR,,MG Advanced,Engaging,Rosie Papadopoulos,,,,East,,Unscored
RPONINLM,,GTX Plus Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
F569KUVC,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
VYPYVO8V,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
1D54L027,,MG Advanced,Engaging,Wilburn Farren,,,,East,,Unscored
4NGSQODD,Blackzim,GTXPro,Engaging,James Ascencio,retail,Enterprise,Tier 2: $100M-$499M,West,,Unscored
5BE27MLY,,GTXPro,Engaging,Maureen Marcano,,,,West,,Unscored
KBR253C0,,MG Advanced,Engaging,Kami Bicknell,,,,West,,Unscored
379DUF2N,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
67IKZGGJ,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
8YIANRVX,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
A7SA2L21,,GTK 500,Engaging,Elease Gluck,,,,West,,Unscored
9W7PFSNX,,GTX Basic,Engaging,Corliss Cosme,,,,East,,Unscored
GVBWTDI3,,GTX Plus Basic,Engaging,Daniell Hammack,,,,East,,Unscored
VFEV5XBS,,GTX Plus Basic,Engaging,Violet Mclelland,,,,East,,Unscored
VN8LKQN3,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
ZHY9C8OO,,GTX Plus Basic,Engaging,Kami Bicknell,,,,West,,Unscored
OCGXWE8H,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
HZIU2NOT,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
P9PFSLS6,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
E4THD359,,GTX Basic,Engaging,Wilburn Farren,,,,East,,Unscored
30R81VZX,Zoomit,GTXPro,Engaging,Kami Bicknell,entertainment,Large,Tier 2: $100M-$499M,West,,Unscored
TH9RV79M,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
7VOW7BUJ,,GTXPro,Engaging,Cassey Cress,,,,East,,Unscored
2J5E145N,,GTXPro,Engaging,Daniell Hammack,,,,East,,Unscored
YFB7Y92U,,GTK 500,Engaging,Elease Gluck,,,,West,,Unscored
B5A1BERF,Umbrella Corporation,GTXPro,Engaging,Kami Bicknell,finance,Corporate,Tier 4: $1B-$2.5B,West,,Unscored
IEAPJ5X1,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
L2S4T3VA,,GTX Plus Pro,Engaging,Cassey Cress,,,,East,,Unscored
IVJP36UT,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
TF19VML9,,GTX Plus Basic,Engaging,Kami Bicknell,,,,West,,Unscored
ZHXIDZNI,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
5BXUKFPR,,GTX Plus Pro,Engaging,James Ascencio,,,,West,,Unscored
8AJG1YLJ,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
LXM6CTMS,,GTX Plus Basic,Engaging,Hayden Neloms,,,,West,,Unscored
CGJ7NRZH,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
B06D1F9M,Faxquote,GTXPro,Engaging,Vicki Laflamme,telecommunications,Corporate,Tier 4: $1B-$2.5B,West,,Unscored
OZ761BUJ,,GTX Basic,Engaging,Violet Mclelland,,,,East,,Unscored
W24IDMVV,,GTX Plus Pro,Engaging,Corliss Cosme,,,,East,,Unscored
JQA8H6M5,,GTX Plus Pro,Engaging,Kami Bicknell,,,,West,,Unscored
92G1TO7L,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
FW2XJG9S,,GTX Plus Basic,Engaging,Markita Hansen,,,,West,,Unscored
SVCKI631,,GTX Basic,Engaging,Maureen Marcano,,,,West,,Unscored
VJ5QGP8Z,,MG Advanced,Engaging,Maureen Marcano,,,,West,,Unscored
R2W96FGX,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
KM1D04JS,,GTX Plus Basic,Engaging,James Ascencio,,,,West,,Unscored
INBGKE14,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
5KK2SSSB,,GTX Basic,Engaging,Rosie Papadopoulos,,,,East,,Unscored
V3HVIJLL,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
84LN84VM,,MG Advanced,Engaging,Vicki Laflamme,,,,West,,Unscored
MU7JWTP6,,MG Special,Engaging,Cassey Cress,,,,East,,Unscored
9HRMW8SL,,MG Special,Engaging,Daniell Hammack,,,,East,,Unscored
1WHXI2RW,,GTX Plus Basic,Engaging,Markita Hansen,,,,West,,Unscored
G5JP0G7Q,,MG Advanced,Engaging,Markita Hansen,,,,West,,Unscored
RVH3UUKY,,MG Advanced,Engaging,Vicki Laflamme,,,,West,,Unscored
CG9VXPV1,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
Y7N97FW8,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
0IO43YMS,,MG Advanced,Engaging,Wilburn Farren,,,,East,,Unscored
6HG76L6U,,GTXPro,Engaging,Boris Faz,,,,East,,Unscored
1GIP77EP,,GTX Plus Pro,Engaging,Maureen Marcano,,,,West,,Unscored
NOLCZMV6,Goodsilron,GTXPro,Engaging,Violet Mclelland,marketing,Corporate,Tier 5: > $2.5B,East,,Unscored
ESZY10SI,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
Y3CYQGPH,,GTX Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
6PW6ZQEE,,GTX Basic,Engaging,Corliss Cosme,,,,East,,Unscored
4E5A84H1,,MG Advanced,Engaging,Kami Bicknell,,,,West,,Unscored
03VCDZEE,,GTXPro,Engaging,Maureen Marcano,,,,West,,Unscored
7ONH55WT,,GTX Basic,Engaging,Cassey Cress,,,,East,,Unscored
CMKXOOJQ,,GTX Basic,Engaging,Corliss Cosme,,,,East,,Unscored
NR947OAB,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
LMKNU8IZ,,GTXPro,Engaging,Markita Hansen,,,,West,,Unscored
R5RSH4JV,,GTX Plus Pro,Engaging,Boris Faz,,,,East,,Unscored
X1D1HYMM,,GTX Plus Pro,Engaging,James Ascencio,,,,West,,Unscored
GVYF29NM,,MG Advanced,Engaging,Violet Mclelland,,,,East,,Unscored
DN6SG3US,,GTX Plus Pro,Engaging,Wilburn Farren,,,,East,,Unscored
EW28ZONV,,GTX Plus Basic,Engaging,Zane Levy,,,,West,,Unscored
HVZMZW96,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
1H1YDS7C,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
UI3DE2C4,,GTX Plus Basic,Engaging,Zane Levy,,,,West,,Unscored
9X2S0K15,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
XRZVJPD5,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
QDGUWTLU,,MG Special,Engaging,Rosalina Dieter,,,,West,,Unscored
JSZZN48S,,GTX Plus Pro,Engaging,James Ascencio,,,,West,,Unscored
KVR52YDI,,GTXPro,Engaging,Corliss Cosme,,,,East,,Unscored
XRDF1NAB,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
WUNMIJW9,,MG Advanced,Engaging,Elease Gluck,,,,West,,Unscored
4V9NMGEA,,GTX Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
79EHWR35,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
L0GMLGRR,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
D3ZC338T,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
QRQ8C6MQ,Globex Corporation,GTXPro,Engaging,Cassey Cress,technology,Enterprise,Tier 4: $1B-$2.5B,East,,Unscored
ZG8WPG99,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
U7M26UZV,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
TV300INP,,GTX Plus Pro,Engaging,Wilburn Farren,,,,East,,Unscored
KBQ16F1I,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
FYN7C0CV,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
5JDWBOLS,,GTX Basic,Engaging,Daniell Hammack,,,,East,,Unscored
7TI1WTV9,Acme Corporation,GTXPro,Engaging,Zane Levy,technology,Enterprise,Tier 4: $1B-$2.5B,West,,Unscored
01EH41WA,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
71GQNH5T,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
LSA39JBG,,GTX Basic,Engaging,Daniell Hammack,,,,East,,Unscored
AKTPC3M1,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
5Z8S8UHK,,GTX Basic,Engaging,Cassey Cress,,,,East,,Unscored
NMKAJZJ4,,MG Special,Engaging,Kary Hendrixson,,,,West,,Unscored
SX0SSL0H,,GTX Plus Basic,Engaging,Rosie Papadopoulos,,,,East,,Unscored
6F79VYH8,,GTX Basic,Engaging,Boris Faz,,,,East,,Unscored
ZQ4QTT1Z,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
9A4H9IAC,,GTX Plus Basic,Engaging,James Ascencio,,,,West,,Unscored
81FNO0VM,,GTX Plus Basic,Engaging,Wilburn Farren,,,,East,,Unscored
RFQP9VCW,,MG Advanced,Engaging,Wilburn Farren,,,,East,,Unscored
NGCM47PC,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
T1F2I8ED,,GTX Plus Basic,Engaging,Corliss Cosme,,,,East,,Unscored
ISAWVDYZ,,GTX Basic,Engaging,Daniell Hammack,,,,East,,Unscored
ZRYPU2QW,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
0A1LN7GB,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
1B27CZ2M,,GTX Plus Pro,Engaging,James Ascencio,,,,West,,Unscored
839AMI93,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
BFGASJAW,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
ILR33OAV,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
BY2L60V1,,MG Special,Engaging,Zane Levy,,,,West,,Unscored
QHJ3W8FW,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
Y28VHZKQ,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
4IT33RBO,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
7VKQWIXD,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
V74O6XQT,,GTXPro,Engaging,Daniell Hammack,,,,East,,Unscored
MRCYKUX4,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
MN6E59H6,,GTX Plus Pro,Engaging,Markita Hansen,,,,West,,Unscored
7PXJ92C5,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
4XZ4RY1N,,GTX Plus Basic,Engaging,Wilburn Farren,,,,East,,Unscored
Z0RLNFVY,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
RQULJHTU,,GTX Plus Pro,Engaging,Daniell Hammack,,,,East,,Unscored
WFCEPHD3,,GTXPro,Engaging,Markita Hansen,,,,West,,Unscored
AF7XJNED,,GTX Plus Pro,Engaging,Rosie Papadopoulos,,,,East,,Unscored
EJDHOY6M,,GTX Basic,Engaging,Corliss Cosme,,,,East,,Unscored
IBS3H6Z4,,GTX Plus Basic,Engaging,Hayden Neloms,,,,West,,Unscored
04YGLJ3N,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
1GT10YJD,,GTX Plus Pro,Engaging,Vicki Laflamme,,,,West,,Unscored
4UZCVHEV,,GTX Basic,Engaging,Violet Mclelland,,,,East,,Unscored
DJH67UIZ,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
7VGJ2B7O,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
H2IOHZ8R,,GTX Basic,Engaging,James Ascencio,,,,West,,Unscored
I7MDOGGU,,GTX Basic,Engaging,Maureen Marcano,,,,West,,Unscored
10IY4PV4,,MG Advanced,Engaging,Rosalina Dieter,,,,West,,Unscored
2JY9SQ2L,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
RACLHBXN,,GTX Plus Basic,Engaging,Daniell Hammack,,,,East,,Unscored
THKCN7HU,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
PD2198ZH,,GTXPro,Engaging,Zane Levy,,,,West,,Unscored
K72CEXGZ,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
5C8HCDXT,,MG Advanced,Engaging,Wilburn Farren,,,,East,,Unscored
9FPDDSIJ,,GTXPro,Engaging,Cassey Cress,,,,East,,Unscored
4RDJBBB6,,MG Special,Engaging,Daniell Hammack,,,,East,,Unscored
3JUL12VK,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
9Y85N0W5,,MG Advanced,Engaging,Markita Hansen,,,,West,,Unscored
8GE7FY98,,GTXPro,Engaging,Violet Mclelland,,,,East,,Unscored
4U9D1IZ5,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
ODGKZEVV,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
M41NS5DN,,GTX Plus Pro,Engaging,Cassey Cress,,,,East,,Unscored
GEJLL5L3,,GTX Basic,Engaging,Corliss Cosme,,,,East,,Unscored
KMB8TJ0I,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
CR6ZLEWC,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
YB20NWM1,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
43LFUTVM,,GTX Plus Pro,Engaging,Zane Levy,,,,West,,Unscored
CMS1HUGL,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
6R6S91WE,,GTXPro,Engaging,Daniell Hammack,,,,East,,Unscored
3T64Z7DB,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
3F2ZPCSL,,GTX Plus Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
XFB1VXQY,,MG Advanced,Engaging,Maureen Marcano,,,,West,,Unscored
J6OQS0AU,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
97PFKCPG,,GTXPro,Engaging,James Ascencio,,,,West,,Unscored
FB9M4FR7,,MG Special,Engaging,James Ascencio,,,,West,,Unscored
BXK5HGEY,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
XXUGTDX7,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
LWXHKI88,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
I6U62W0R,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
EB89ONZN,Funholding,GTXPro,Engaging,Kary Hendrixson,finance,Corporate,Tier 5: > $2.5B,West,,Unscored
2VDN72EP,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
WW1WV7IT,Cancity,GTXPro,Engaging,Cassey Cress,retail,Enterprise,Tier 3: $500M-$999M,East,,Unscored
LIQZNH9U,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
P9LE92UR,,MG Special,Engaging,Kary Hendrixson,,,,West,,Unscored
DOGKQHQP,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
G3SJ8X1K,,MG Advanced,Engaging,Violet Mclelland,,,,East,,Unscored
JW4Q5F4Z,,MG Special,Engaging,Cassey Cress,,,,East,,Unscored
KKRJ6TBY,Scotfind,GTXPro,Engaging,Daniell Hammack,software,Corporate,Tier 5: > $2.5B,East,,Unscored
MIY4MF3R,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
20CVXRTX,Kinnamplus,GTXPro,Engaging,Vicki Laflamme,retail,Enterprise,Tier 3: $500M-$999M,West,,Unscored
VK9KN5PT,,MG Advanced,Engaging,Boris Faz,,,,East,,Unscored
DQ7GS2BN,,GTX Plus Pro,Engaging,James Ascencio,,,,West,,Unscored
D5VY17OP,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
BED55OSG,,GTXPro,Engaging,Markita Hansen,,,,West,,Unscored
H5VBBEVI,,GTX Plus Basic,Engaging,Cassey Cress,,,,East,,Unscored
MB7G8DWS,,GTX Plus Pro,Engaging,Cassey Cress,,,,East,,Unscored
2HS1C21I,,GTXPro,Engaging,Elease Gluck,,,,West,,Unscored
Q2BB73WT,,GTX Plus Basic,Engaging,Hayden Neloms,,,,West,,Unscored
HVT28XPH,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
VM0MHPAO,,MG Special,Engaging,Wilburn Farren,,,,East,,Unscored
LXZD2PZD,,GTX Plus Pro,Engaging,Corliss Cosme,,,,East,,Unscored
BPOTQCFG,,MG Special,Engaging,Elease Gluck,,,,West,,Unscored
XM4VD3NN,,GTX Plus Basic,Engaging,Markita Hansen,,,,West,,Unscored
D62905BC,,GTX Plus Pro,Engaging,Maureen Marcano,,,,West,,Unscored
9ILB20UV,,MG Special,Engaging,Markita Hansen,,,,West,,Unscored
PNO7D8PD,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
2GV66JA7,,MG Advanced,Engaging,Daniell Hammack,,,,East,,Unscored
AKMV6WN5,,GTK 500,Engaging,Elease Gluck,,,,West,,Unscored
HPIKEMB9,,MG Special,Engaging,Elease Gluck,,,,West,,Unscored
U0E0XHK9,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
8254HM4E,,GTX Plus Basic,Engaging,Kami Bicknell,,,,West,,Unscored
QCNOCX0P,,GTXPro,Engaging,Boris Faz,,,,East,,Unscored
M9V8824W,,MG Advanced,Engaging,Corliss Cosme,,,,East,,Unscored
UUGY3W44,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
BHHDOY2E,,MG Advanced,Engaging,Kary Hendrixson,,,,West,,Unscored
XDECB9X2,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
GL95LARP,,GTXPro,Engaging,Cassey Cress,,,,East,,Unscored
J6F10SFK,,MG Advanced,Engaging,Markita Hansen,,,,West,,Unscored
U4IJO6SL,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
PVLGUIEN,,MG Advanced,Engaging,Corliss Cosme,,,,East,,Unscored
45B6VA2Y,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
XQ0N9T87,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
456BP2X7,,MG Advanced,Engaging,Zane Levy,,,,West,,Unscored
J58BUYQH,,GTX Plus Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
FN1QX0BQ,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
R0CLLIH9,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
3P7QQSVF,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
Z7OH4GWO,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
81G840FM,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
U5K2MZB6,,MG Advanced,Engaging,Zane Levy,,,,West,,Unscored
ZVAZKWF3,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
6S2ABHZS,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
COM9RNBL,,MG Special,Engaging,Markita Hansen,,,,West,,Unscored
K6M3EX4O,,GTX Plus Basic,Engaging,Kami Bicknell,,,,West,,Unscored
LWPFQ1UA,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
10AEGW41,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
6G6ZCKSB,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
GACPNKGI,,MG Special,Engaging,Elease Gluck,,,,West,,Unscored
E4082SMQ,,GTX Basic,Engaging,James Ascencio,,,,West,,Unscored
LSVGDJ1A,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
2LSNRT4U,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
QD8F0CI6,,GTX Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
7K0S2P6K,,GTXPro,Engaging,Rosalina Dieter,,,,West,,Unscored
U6XJRWV8,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
K8LRZ95S,,GTX Plus Basic,Engaging,Maureen Marcano,,,,West,,Unscored
Q8BZ3PC9,,GTX Plus Pro,Engaging,Rosie Papadopoulos,,,,East,,Unscored
49ZS7GTS,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
M857G6G1,,MG Advanced,Engaging,Vicki Laflamme,,,,West,,Unscored
5K0ZFCVO,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
6AEVX11M,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
WGETO859,,GTX Basic,Engaging,Boris Faz,,,,East,,Unscored
CTWSDG4U,,GTX Basic,Engaging,Corliss Cosme,,,,East,,Unscored
0EYXI1UN,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
XOVYPE58,Betasoloin,GTXPro,Engaging,Rosie Papadopoulos,medical,Medium,Tier 2: $100M-$499M,East,,Unscored
C32E4E1D,,MG Special,Engaging,Kami Bicknell,,,,West,,Unscored
U2HYH97X,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
MRWHJE9P,,GTX Plus Basic,Engaging,Cassey Cress,,,,East,,Unscored
Q6OUJCH5,,GTXPro,Engaging,Vicki Laflamme,,,,West,,Unscored
IIVP87B8,,MG Special,Engaging,Maureen Marcano,,,,West,,Unscored
4QFATB6J,,GTX Basic,Engaging,Violet Mclelland,,,,East,,Unscored
61E7IHAY,,MG Special,Engaging,Violet Mclelland,,,,East,,Unscored
KTC0RC8I,,MG Special,Engaging,James Ascencio,,,,West,,Unscored
CY7C3ZPJ,,MG Advanced,Engaging,Markita Hansen,,,,West,,Unscored
M9GP930T,,MG Special,Engaging,Rosalina Dieter,,,,West,,Unscored
NMY6FA6X,,MG Advanced,Engaging,Corliss Cosme,,,,East,,Unscored
NUQPJV8A,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
VY4IVO2W,,GTX Plus Basic,Engaging,Kami Bicknell,,,,West,,Unscored
INKH0Y59,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
OSMGVV1S,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
BDUNPUWY,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
HDALWEHF,,GTXPro,Engaging,Cassey Cress,,,,East,,Unscored
OTJR9SSK,,GTX Plus Basic,Engaging,Hayden Neloms,,,,West,,Unscored
GQ2W1DXM,,GTXPro,Engaging,Maureen Marcano,,,,West,,Unscored
CEEJ2EN5,,GTX Plus Basic,Engaging,Violet Mclelland,,,,East,,Unscored
JNEQWZQK,,GTX Basic,Engaging,Wilburn Farren,,,,East,,Unscored
RXAQJKSL,,GTX Plus Pro,Engaging,Corliss Cosme,,,,East,,Unscored
IGRY0M4Q,,MG Advanced,Engaging,Daniell Hammack,,,,East,,Unscored
9HYMQL4I,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
0KEO3OP7,,GTX Plus Pro,Engaging,Daniell Hammack,,,,East,,Unscored
7882RJGY,,MG Special,Engaging,Wilburn Farren,,,,East,,Unscored
VP8ERXPR,,MG Special,Engaging,Cassey Cress,,,,East,,Unscored
UEZOR630,,GTX Basic,Engaging,Elease Gluck,,,,West,,Unscored
DYNHHN6P,Massive Dynamic,GTXPro,Engaging,Maureen Marcano,entertainment,Enterprise,Tier 3: $500M-$999M,West,,Unscored
ZH14SZPT,,GTX Plus Basic,Engaging,Violet Mclelland,,,,East,,Unscored
Q2CLAKLM,,GTX Plus Pro,Engaging,Daniell Hammack,,,,East,,Unscored
OTLQMB5X,,GTX Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
OIO2H2MY,,GTX Plus Pro,Engaging,Boris Faz,,,,East,,Unscored
5WHMLQDK,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
R1K16RZO,,GTX Plus Pro,Engaging,Maureen Marcano,,,,West,,Unscored
UYQJ2A1O,,GTX Plus Pro,Engaging,Vicki Laflamme,,,,West,,Unscored
60NIT1PM,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
44Y3J17P,,GTX Plus Basic,Engaging,Boris Faz,,,,East,,Unscored
J9OP2A5I,,MG Special,Engaging,Rosalina Dieter,,,,West,,Unscored
8WB5HXOB,,GTX Plus Pro,Engaging,Zane Levy,,,,West,,Unscored
4ZX1WPS7,Inity,GTXPro,Engaging,Cassey Cress,marketing,Corporate,Tier 4: $1B-$2.5B,East,,Unscored
86C26QSR,,GTX Plus Pro,Engaging,Markita Hansen,,,,West,,Unscored
